DateTime,Entries,UniqueIPs
1529518603,8,8
1529522438,9,9
1529526500,10,10
1529561296,11,11
1529569237,10,10
1529574982,11,11
1529587126,9,9
1529589137,10,10
1529591058,11,11
1529604747,10,10
1529608590,9,9
1529610507,8,8
1529612435,8,8
1529614383,10,10
1529621731,12,12
1529648660,11,11
1529660681,10,10
1529662585,9,9
1529674101,9,9
1529676102,8,8
1529689455,9,9
1529691396,10,10
1529699089,9,9
1529700972,7,7
1529702910,8,8
1529706740,8,8
1529708678,9,9
1529722114,10,10
1529728102,11,11
1529730104,12,12
1529741548,13,13
1529756902,14,14
1529760740,13,13
1529770838,14,14
1529774656,13,13
1529776596,12,12
1529778502,14,14
1529792192,13,13
1529794704,12,12
1529809960,12,12
1529817632,12,12
1529827292,11,11
1529833005,10,10
1529838750,9,9
1529842592,8,8
1529844400,9,9
1529857960,9,9
1529860124,10,10
1529864210,9,9
1529866093,8,8
1529873772,9,9
1529881470,8,8
1529883389,9,9
1529896821,8,8
1529898744,9,9
1529900665,10,10
1529902574,9,9
1529910275,10,10
1529931376,9,9
1529937143,11,11
1529940974,12,12
1529944829,11,11
1529946744,10,10
1529950591,9,9
1529960656,8,8
1529962586,10,10
1529970264,9,9
1529984184,9,9
1529986129,10,10
1529995704,9,9
1530003247,10,10
1530020414,9,9
1530024270,8,8
1530026198,9,9
1530028098,8,8
1530030030,9,9
1530031938,11,11
1530033856,12,12
1530039674,11,11
1530041553,12,12
1530049465,11,11
1530051373,12,12
1530061015,12,12
1530065787,13,13
1530069634,12,12
1530075379,13,13
1530083072,14,14
1530090745,13,13
1530108097,14,14
1530111865,14,14
1530117617,12,12
1530119536,11,11
1530127220,12,12
1530129162,11,11
1530131303,12,12
1530137072,11,11
1530147140,10,10
1530149072,11,11
1530150978,10,10
1530160581,9,9
1530162507,10,10
1530189644,11,11
1530193460,10,10
1530205296,9,9
1530212907,8,8
1530217120,7,7
1530219150,8,8
1530226907,9,9
1530233458,10,10
1530235613,9,9
1530250338,8,8
1530256582,7,7
1530264268,7,7
1530277711,6,6
1530288521,6,6
1530290427,7,7
1530292335,8,8
1530294255,9,9
1530296808,11,11
1530304834,10,10
