DateTime,AddedIPs,RemovedIPs
1530274866,4,10
1530279362,0,9
1530282063,18,2
1530288356,0,1
1530289261,7,4
1530297360,2,6
1530303668,5,1
1530310852,1,2
1530312661,1,0
1530318063,4,2
1530323453,0,1
1530325272,3,10
1530332465,7,2
1530336955,0,1
1530339664,1,4
1530345069,1,0
1530346858,2,4
1530348651,0,1
1530354057,4,2
1530361419,1,6
1530365768,27,0
1530368470,2,4
1530375656,4,4
1530382865,5,2
1530390054,1,5
1530392770,0,1
1530397253,2,5
1530400857,0,1
1530404471,6,3
1530411659,11,8
1530417961,0,3
1530418854,6,2
1530426062,4,4
1530433267,3,6
1530440456,4,7
1530446765,8,0
1530447665,3,2
1530448560,0,2
1530452161,0,2
1530454863,8,3
1530462060,1,4
1530469253,2,2
1530470162,0,1
1530474667,1,0
1530476454,1,2
1530480062,0,1
1530483658,2,2
1530490852,3,3
1530494449,0,1
1530498059,2,6
1530505255,10,2
1530506156,0,1
1530507958,0,1
1530511554,0,1
1530512459,1,6
1530517851,0,1
1530519656,2,5
1530526856,2,3
1530533285,0,10
1530534207,6,4
1530537663,12,0
1530539467,1,0
1530541254,5,2
1530545750,0,1
1530548452,6,3
1530555655,6,1
1530561051,1,0
1530562844,2,3
1530570045,3,5
1530577250,3,3
1530584450,3,7
1530590744,0,1
1530591651,8,3
1530598843,2,3
1530606055,3,2
1530612341,0,1
1530613246,6,3
1530618651,1,3
1530619618,0,1
1530620452,17,6
1530624943,0,10
1530625850,0,1
1530627637,6,2
1530631246,1,0
1530634837,5,3
1530642045,3,2
1530642949,0,1
1530649249,5,2
1530655551,0,1
1530656448,2,4
1530659139,1,1
1530663640,1,2
1530670845,0,7
1530673542,1,0
1530678038,8,1
1530685238,2,4
1530692440,4,4
1530699632,3,4
1530706981,3,5
1530710436,6,1
1530714044,1,3
1530714947,0,8
1530717644,0,1
1530721241,2,6
1530728449,3,9
1530735635,3,4
1530742844,1,2
1530750035,4,2
1530757248,1,9
1530764442,8,1
1530768043,1,1
1530771641,3,3
1530778843,2,3
1530786039,5,4
1530792372,0,3
1530793239,8,4
1530797743,0,9
1530800434,3,5
1530804047,1,0
1530807641,3,4
1530814840,4,2
1530822050,6,1
1530827445,1,0
1530828352,2,0
1530829241,4,4
1530836447,2,4
1530838244,1,0
1530841836,1,0
1530843641,2,9
1530850839,7,1
1530858040,4,1
1530865250,8,2
1530872442,3,2
1530876048,0,1
1530879790,5,1
1530884144,28,2
1530886846,4,17
1530888637,1,0
1530894037,7,4
1530901252,1,0
1530908433,6,1
1530911140,0,1
1530915644,3,1
1530917434,0,1
1530922841,2,4
1530930036,5,9
1530937241,5,4
1530939048,1,0
1530940835,1,0
1530944446,0,4
1530951638,1,6
1530954339,1,0
1530958840,4,3
1530959744,1,0
1530966032,0,4
1530968746,19,0
1530970543,0,24
1530973239,1,3
1530980443,5,2
1530984944,1,0
1530987639,4,4
1530994851,7,7
1530996642,2,0
1531002046,2,1
1531009240,3,1
1531011036,1,0
1531015540,1,0
1531016438,2,10
1531019143,1,0
1531023650,6,5
1531028149,0,1
1531029043,1,0
1531030856,5,4
1531038055,5,3
1531040752,1,0
1531041643,1,0
1531045251,8,0
1531051671,1,8
1531052586,8,5
1531056048,5,0
1531056951,0,2
1531059652,4,5
1531066851,4,2
1531074047,6,8
1531081252,3,1
1531088448,1,1
1531091149,1,0
1531095656,3,4
1531102836,2,4
1531110040,9,1
1531117240,5,7
1531122646,1,0
1531124446,4,8
1531131648,4,3
1531138850,14,3
1531142439,0,10
1531146046,3,3
1531153237,2,8
1531161342,7,4
1531167643,6,1
1531174865,2,3
1531182054,0,3
1531189248,1,5
1531196446,7,4
1531200042,0,1
1531202742,0,1
1531203642,2,3
1531209049,0,1
1531210851,2,4
1531218043,3,6
1531221643,1,0
1531225397,3,14
1531228956,0,1
1531229747,9,0
1531232446,8,3
1531239647,2,3
1531246850,3,2
1531254053,5,3
1531258549,1,0
1531261244,3,3
1531266643,1,0
1531268449,2,1
1531275650,3,6
1531282845,7,7
1531285560,1,0
1531290043,5,2
1531297248,4,5
1531304430,3,4
1531310756,9,2
1531311645,2,3
1531315242,0,6
1531318848,9,4
1531326062,3,2
1531333247,8,3
1531337750,1,0
1531338650,1,0
1531339540,1,0
1531340441,6,5
1531346749,0,1
1531347664,2,1
1531351251,0,1
1531354857,14,4
1531361149,0,1
1531362042,4,8
1531363844,1,0
1531369252,6,1
1531372848,0,1
1531373750,1,0
1531376451,3,2
1531379149,0,1
1531380046,1,0
1531383646,3,2
1531390848,4,4
1531391741,1,0
1531398167,3,14
1531402555,7,1
1531405242,1,4
1531406145,1,0
1531409740,0,1
1531412465,1,3
1531419650,6,4
1531426852,4,2
1531434052,1,2
1531441249,3,1
1531443047,1,0
1531448451,1,9
1531455648,10,4
1531462861,3,5
1531470047,4,3
1531477249,4,4
1531479050,1,0
1531481750,5,0
1531484451,5,1
1531488948,0,30
1531491646,4,4
1531497946,1,0
1531498836,5,3
1531503341,0,1
1531505146,1,0
1531506036,5,6
1531513244,3,3
1531520437,0,1
1531527647,1,5
1531534837,3,9
1531542043,9,3
1531549238,2,1
1531552839,0,1
1531556446,4,4
1531563636,3,4
1531570833,3,0
1531572641,1,0
1531573537,0,9
1531578029,3,1
1531580739,1,0
1531585234,7,5
1531592434,19,2
1531593335,1,0
1531599642,2,3
1531606846,1,5
1531614167,3,1
1531616936,3,1
1531618689,3147,0
1531619662,3495,1
1531620414,808,0
1531621316,2,10
1531628518,10,3
1531635711,3,2
1531642930,2,4
1531650115,2,3
1531657330,2,5
1531660917,0,4
1531664506,2,6
1531671723,1,0
1531672616,1,0
1531678919,9,3
1531686111,3,5
1531693314,5,2
1531700519,1,3
1531705919,1,0
1531706813,1,0
1531707710,4,6
1531710418,0,1
1531714916,7,2
1531717624,1,0
1531722108,4,4
1531729500,0,3
1531732918,2,0
1531736512,4,2
1531743713,0,16
1531769816,14,11
1531772506,4,3
1531774305,1,0
1531777180,0,591
1531777904,38,6871
1531778784,34,38
1531779640,32,38
1531785942,0,1
1531786841,5,4
1531789536,2,1
1531794050,2,7
1531796769,0,1
1531801246,8,1
1531808444,1,3
1531815657,2,2
1531822855,5,2
1531830053,2,6
1531834558,0,9
1531837262,4,4
1531844451,4,5
1531845353,1,0
1531848051,1,0
1531851657,4,3
1531858858,1,4
1531866046,4,5
1531873253,3,1
1531875947,1,0
1531877740,1,0
1531880450,4,8
1531887641,4,5
1531894840,7,2
1531902190,2,5
1531904869,1,0
1531905655,1,0
1531907439,1,0
1531909239,7,2
1531915543,0,8
1531916446,3,7
1531920952,0,2
1531923650,3,1
1531926342,1,0
1531930849,3,2
1531938043,5,3
1531945254,3,4
1531952439,3,3
1531959647,4,2
1531962353,1,0
1531964148,1,0
1531966848,1,8
1531974041,10,1
1531974945,0,1
1531981240,1,4
1531987537,2,0
1531988445,4,5
1531995631,4,0
1532001936,0,1
1532002833,3,7
1532007333,1,6
1532010043,6,2
1532014544,0,1
1532017239,4,5
1532024438,5,3
1532030733,1,0
1532031636,3,4
1532032540,0,1
1532038842,8,3
1532046038,2,3
1532047838,0,1
1532053238,3,6
1532058639,1,0
1532060436,6,4
1532067635,5,2
1532073101,1,1
1532074971,4,5
1532082043,4,4
1532086549,0,5
1532089236,1,4
1532093736,0,3
1532096443,3,4
1532103650,4,7
